DHB of residence,Ethnic group,Age group,Gender,First dose administered,Second dose administered,Population,First dose uptake per 1000 people,Second dose uptake per 1000 people,,Notes: 
Northland,Asian,40-44,Male,295,120,241,"1,224",498,,
Northland,Asian,45-49,Female,213,109,257,829,424,,
Northland,Asian,45-49,Male,227,107,201,"1,129",532,,
Northland,Asian,50-54,Female,242,158,268,903,590,,
Northland,Asian,50-54,Male,135,91,121,"1,116",752,,
Northland,Asian,55-59,Female,199,155,219,909,708,,
Northland,Asian,55-59,Male,100,67,114,877,588,,
Northland,Asian,60-64,Female,173,143,193,896,741,,
Northland,Asian,60-64,Male,74,59,81,914,728,,
Northland,Asian,65-69,Female,106,88,125,848,704,,
Northland,Asian,65-69,Male,47,36,60,783,600,,
Northland,Asian,70-74,Female,70,61,75,933,813,,
Northland,Asian,70-74,Male,39,35,47,830,745,,
Northland,Asian,75-79,Female,34,27,37,919,730,,
Northland,Asian,75-79,Male,18,17,24,750,708,,
Northland,Asian,80-84,Female,15,14,19,789,737,,
Northland,Asian,80-84,Male,8,6,10,800,600,,
Northland,Asian,85-89,Female,10,8,11,909,727,,
Northland,Asian,90+,Female,6,5,7,857,714,,
Northland,European or Other,12-15,Female,"1,203",66,"2,343",513,28,,
Northland,European or Other,12-15,Male,"1,288",59,"2,424",531,24,,
Northland,European or Other,16-19,Female,"1,108",169,"1,968",563,86,,
Northland,European or Other,16-19,Male,"1,056",120,"2,115",499,57,,
Northland,European or Other,20-24,Female,966,307,"2,070",467,148,,
Northland,European or Other,20-24,Male,961,191,"2,156",446,89,,
Northland,European or Other,25-29,Female,"1,195",388,"2,670",448,145,,
Northland,European or Other,25-29,Male,"1,087",250,"2,484",438,101,,
Northland,European or Other,30-34,Female,"1,576",473,"2,863",550,165,,
Northland,European or Other,30-34,Male,"1,412",359,"2,752",513,130,,
Northland,European or Other,35-39,Female,"1,739",522,"2,888",602,181,,
Northland,European or Other,35-39,Male,"1,592",411,"2,738",581,150,,
Northland,European or Other,40-44,Female,"1,837",588,"2,931",627,201,,
Northland,European or Other,40-44,Male,"1,631",410,"2,695",605,152,,
Northland,European or Other,45-49,Female,"2,394",958,"3,598",665,266,,
Northland,European or Other,45-49,Male,"2,177",682,"3,489",624,195,,
Northland,European or Other,50-54,Female,"3,099","1,834","4,157",745,441,,
Northland,European or Other,50-54,Male,"2,886","1,407","4,051",712,347,,
Northland,European or Other,55-59,Female,"3,670","2,511","4,864",755,516,,
Northland,European or Other,55-59,Male,"3,375","2,111","4,691",719,450,,
Northland,European or Other,60-64,Female,"3,992","3,073","4,900",815,627,,
Northland,European or Other,60-64,Male,"3,937","2,914","5,105",771,571,,
Northland,European or Other,65-69,Female,"4,045","3,399","4,762",849,714,,
Northland,European or Other,65-69,Male,"4,277","3,506","4,953",864,708,,
Northland,European or Other,70-74,Female,"3,939","3,412","4,404",894,775,,
Northland,European or Other,70-74,Male,"4,134","3,583","4,769",867,751,,
Northland,European or Other,75-79,Female,"2,657","2,376","2,914",912,815,,
Northland,European or Other,75-79,Male,"2,885","2,588","3,113",927,831,,
Northland,European or Other,80-84,Female,"1,840","1,587","1,955",941,812,,
Northland,European or Other,80-84,Male,"1,790","1,577","1,889",948,835,,
Northland,European or Other,85-89,Female,985,837,"1,109",888,755,,
Northland,European or Other,85-89,Male,878,751,968,907,776,,
Northland,European or Other,90+,Female,653,539,768,850,702,,
Northland,European or Other,90+,Male,383,326,430,891,758,,
Northland,Maori,12-15,Female,849,63,"2,593",327,24,,
Northland,Maori,12-15,Male,927,57,"2,749",337,21,,
Northland,Maori,16-19,Female,737,128,"2,203",335,58,,
Northland,Maori,16-19,Male,637,85,"2,169",294,39,,
Northland,Maori,20-24,Female,618,178,"2,359",262,75,,
Northland,Maori,20-24,Male,532,123,"2,365",225,52,,
Northland,Maori,25-29,Female,592,190,"2,349",252,81,,
Northland,Maori,25-29,Male,533,141,"2,237",238,63,,
Northland,Maori,30-34,Female,776,213,"2,298",338,93,,
Northland,Maori,30-34,Male,586,146,"2,001",293,73,,
Northland,Maori,35-39,Female,748,259,"1,790",418,145,,
Northland,Maori,35-39,Male,613,148,"1,641",374,90,,
Northland,Maori,40-44,Female,849,330,"1,708",497,193,,
Northland,Maori,40-44,Male,628,197,"1,527",411,129,,
Northland,Maori,45-49,Female,"1,107",475,"2,112",524,225,,
Northland,Maori,45-49,Male,827,278,"1,725",479,161,,
Northland,Maori,50-54,Female,"1,244",683,"1,971",631,347,,
Northland,Maori,50-54,Male,979,476,"1,751",559,272,,
Northland,Maori,55-59,Female,"1,381",922,"2,113",654,436,,
Northland,Maori,55-59,Male,"1,130",690,"1,801",627,383,,
Northland,Maori,60-64,Female,"1,422","1,065","1,823",780,584,,
Northland,Maori,60-64,Male,"1,088",787,"1,466",742,537,,
Northland,Maori,65-69,Female,"1,069",868,"1,293",827,671,,
Northland,Maori,65-69,Male,839,676,"1,036",810,653,,
Northland,Maori,70-74,Female,730,600,880,830,682,,
Northland,Maori,70-74,Male,613,518,701,874,739,,
Northland,Maori,75-79,Female,445,382,541,823,706,,
Northland,Maori,75-79,Male,354,305,410,863,744,,
Northland,Maori,80-84,Female,268,230,332,807,693,,
Northland,Maori,80-84,Male,196,165,238,824,693,,
Northland,Maori,85-89,Female,89,72,129,690,558,,
Northland,Maori,85-89,Male,78,65,88,886,739,,
Northland,Maori,90+,Female,45,35,57,789,614,,
Northland,Maori,90+,Male,19,18,30,633,600,,
Northland,Pacific Peoples,12-15,Female,57,5,133,429,38,,
Northland,Pacific Peoples,12-15,Male,52,0,138,377,7,,
Northland,Pacific Peoples,16-19,Female,49,8,113,434,71,,
Northland,Pacific Peoples,16-19,Male,30,6,101,297,59,,
Northland,Pacific Peoples,20-24,Female,41,9,107,383,84,,
Northland,Pacific Peoples,20-24,Male,56,13,125,448,104,,
Northland,Pacific Peoples,25-29,Female,52,14,156,333,90,,
Northland,Pacific Peoples,25-29,Male,71,20,145,490,138,,
Northland,Pacific Peoples,30-34,Female,67,24,136,493,176,,
Northland,Pacific Peoples,30-34,Male,85,16,166,512,96,,
Northland,Pacific Peoples,35-39,Female,72,26,107,673,243,,
Northland,Pacific Peoples,35-39,Male,98,24,151,649,159,,
Northland,Pacific Peoples,40-44,Female,67,24,108,620,222,,
Northland,Pacific Peoples,40-44,Male,90,26,141,638,184,,
Northland,Pacific Peoples,45-49,Female,83,39,120,692,325,,
Northland,Pacific Peoples,45-49,Male,94,33,131,718,252,,
Northland,Pacific Peoples,50-54,Female,61,40,107,570,374,,
Northland,Pacific Peoples,50-54,Male,77,44,118,653,373,,
Northland,Pacific Peoples,55-59,Female,73,53,95,768,558,,
Northland,Pacific Peoples,55-59,Male,62,37,84,738,440,,
Northland,Pacific Peoples,60-64,Female,67,52,78,859,667,,
Northland,Pacific Peoples,60-64,Male,59,43,62,952,694,,
Northland,Pacific Peoples,65-69,Female,42,35,62,677,565,,
Northland,Pacific Peoples,65-69,Male,53,48,79,671,608,,
Northland,Pacific Peoples,70-74,Female,50,45,42,"1,190","1,071",,
Northland,Pacific Peoples,70-74,Male,33,29,38,868,763,,
Northland,Pacific Peoples,75-79,Female,25,21,32,781,656,,
Northland,Pacific Peoples,75-79,Male,19,16,18,"1,056",889,,
Northland,Pacific Peoples,80-84,Female,15,11,13,"1,154",846,,
Northland,Unknown,25-29,Female,14,0,9,"1,556",444,,
Northland,Unknown,25-29,Male,16,0,6,"2,667",500,,
Northland,Unknown,30-34,Female,26,16,5,"5,200","3,200",,
Northland,Unknown,30-34,Male,25,12,7,"3,571","1,714",,
Northland,Unknown,35-39,Female,21,10,12,"1,750",833,,
Northland,Unknown,35-39,Male,57,15,25,"2,280",600,,
Northland,Unknown,40-44,Female,13,5,9,"1,444",556,,
Northland,Unknown,40-44,Male,33,13,20,"1,650",650,,
Northland,Unknown,45-49,Female,14,0,8,"1,750",500,,
Northland,Unknown,45-49,Male,21,9,19,"1,105",474,,
Northland,Unknown,50-54,Female,11,7,7,"1,571","1,000",,
Northland,Unknown,50-54,Male,25,8,19,"1,316",421,,
Northland,Unknown,55-59,Female,11,7,13,846,538,,
Northland,Unknown,55-59,Male,38,19,23,"1,652",826,,
Northland,Unknown,60-64,Female,22,14,16,"1,375",875,,
Northland,Unknown,60-64,Male,28,20,20,"1,400","1,000",,
Northland,Unknown,65-69,Female,12,12,14,857,857,,
Northland,Unknown,65-69,Male,17,14,19,895,737,,
Northland,Unknown,70-74,Female,6,0,12,500,333,,
Northland,Unknown,70-74,Male,21,17,14,"1,500","1,214",,
Overseas / Unknown,Asian,12-15,Female,5,0,48,104,0,,
Overseas / Unknown,Asian,16-19,Male,6,0,41,146,0,,
Overseas / Unknown,Asian,20-24,Female,10,7,131,76,53,,
Overseas / Unknown,Asian,20-24,Male,20,8,148,135,54,,
Overseas / Unknown,Asian,25-29,Female,29,14,172,169,81,,
Overseas / Unknown,Asian,25-29,Male,24,8,227,106,35,,
Overseas / Unknown,Asian,30-34,Female,21,13,148,142,88,,
Overseas / Unknown,Asian,30-34,Male,24,12,163,147,74,,
Overseas / Unknown,Asian,35-39,Female,10,6,91,110,66,,
Overseas / Unknown,Asian,35-39,Male,30,12,109,275,110,,
Overseas / Unknown,Asian,40-44,Male,14,11,92,152,120,,
Overseas / Unknown,Asian,45-49,Female,6,0,58,103,69,,
Overseas / Unknown,Asian,45-49,Male,12,0,76,158,53,,
Overseas / Unknown,Asian,50-54,Female,10,0,71,141,56,,
Overseas / Unknown,Asian,55-59,Female,9,7,67,134,104,,
Overseas / Unknown,Asian,55-59,Male,5,0,43,116,0,,
Overseas / Unknown,Asian,60-64,Female,11,7,68,162,103,,
Overseas / Unknown,Asian,60-64,Male,5,5,64,78,78,,
Overseas / Unknown,Asian,65-69,Female,9,7,51,176,137,,
Overseas / Unknown,Asian,65-69,Male,6,5,66,91,76,,
Overseas / Unknown,European or Other,12-15,Female,10,0,99,101,10,,
Overseas / Unknown,European or Other,12-15,Male,7,0,107,65,9,,
Overseas / Unknown,European or Other,16-19,Female,5,0,184,27,0,,
Overseas / Unknown,European or Other,16-19,Male,8,0,199,40,15,,
Overseas / Unknown,European or Other,20-24,Female,28,7,474,59,15,,
Overseas / Unknown,European or Other,20-24,Male,34,7,533,64,13,,
Overseas / Unknown,European or Other,25-29,Female,49,24,582,84,41,,
Overseas / Unknown,European or Other,25-29,Male,75,28,849,88,33,,
Overseas / Unknown,European or Other,30-34,Female,48,15,432,111,35,,
Overseas / Unknown,European or Other,30-34,Male,65,19,675,96,28,,
Overseas / Unknown,European or Other,35-39,Female,26,8,243,107,33,,
Overseas / Unknown,European or Other,35-39,Male,39,18,474,82,38,,
Overseas / Unknown,European or Other,40-44,Female,16,7,171,94,41,,
Overseas / Unknown,European or Other,40-44,Male,25,13,342,73,38,,
Overseas / Unknown,European or Other,45-49,Female,25,12,198,126,61,,
Overseas / Unknown,European or Other,45-49,Male,23,11,370,62,30,,
Overseas / Unknown,European or Other,50-54,Female,35,17,204,172,83,,
Overseas / Unknown,European or Other,50-54,Male,37,16,407,91,39,,
Overseas / Unknown,European or Other,55-59,Female,31,20,281,110,71,,
Overseas / Unknown,European or Other,55-59,Male,31,19,365,85,52,,
Overseas / Unknown,European or Other,60-64,Female,38,31,301,126,103,,
Overseas / Unknown,European or Other,60-64,Male,33,16,374,88,43,,
Overseas / Unknown,European or Other,65-69,Female,58,48,326,178,147,,
Overseas / Unknown,European or Other,65-69,Male,33,27,324,102,83,,
Overseas / Unknown,European or Other,70-74,Female,28,27,302,93,89,,
Overseas / Unknown,European or Other,70-74,Male,28,24,336,83,71,,
Overseas / Unknown,European or Other,75-79,Female,14,13,184,76,71,,
Overseas / Unknown,European or Other,75-79,Male,19,17,185,103,92,,
Overseas / Unknown,European or Other,80-84,Female,18,17,105,171,162,,
Overseas / Unknown,European or Other,80-84,Male,10,9,110,91,82,,
Overseas / Unknown,European or Other,85-89,Female,10,9,51,196,176,,
Overseas / Unknown,Maori,16-19,Male,7,0,68,103,15,,
Overseas / Unknown,Maori,30-34,Male,10,0,300,33,13,,
Overseas / Unknown,Maori,35-39,Female,6,0,58,103,17,,
Overseas / Unknown,Maori,40-44,Female,5,0,59,85,34,,
Overseas / Unknown,Maori,45-49,Female,9,0,45,200,67,,
Overseas / Unknown,Maori,45-49,Male,7,0,171,41,23,,
Overseas / Unknown,Maori,50-54,Female,10,0,51,196,59,,
Overseas / Unknown,Maori,55-59,Female,10,8,41,244,195,,
Overseas / Unknown,Maori,60-64,Female,6,0,34,176,118,,
Overseas / Unknown,Maori,65-69,Female,6,6,33,182,182,,
Overseas / Unknown,Pacific Peoples,16-19,Female,7,0,26,269,38,,
Overseas / Unknown,Pacific Peoples,16-19,Male,7,0,30,233,67,,
Overseas / Unknown,Pacific Peoples,20-24,Male,30,18,90,333,200,,
Overseas / Unknown,Pacific Peoples,25-29,Female,7,0,41,171,73,,
Overseas / Unknown,Pacific Peoples,25-29,Male,61,46,140,436,329,,
Overseas / Unknown,Pacific Peoples,30-34,Female,5,0,28,179,71,,
Overseas / Unknown,Pacific Peoples,30-34,Male,70,51,106,660,481,,
Overseas / Unknown,Pacific Peoples,35-39,Male,47,40,104,452,385,,
Overseas / Unknown,Pacific Peoples,40-44,Male,31,19,73,425,260,,
Overseas / Unknown,Pacific Peoples,45-49,Male,21,17,60,350,283,,
Overseas / Unknown,Pacific Peoples,50-54,Female,6,0,23,261,130,,
Overseas / Unknown,Pacific Peoples,50-54,Male,5,0,63,79,48,,
Overseas / Unknown,Pacific Peoples,55-59,Female,7,5,16,438,312,,
Overseas / Unknown,Pacific Peoples,55-59,Male,8,6,43,186,140,,
Overseas / Unknown,Unknown,20-24,Male,10,5,23,435,217,,
Overseas / Unknown,Unknown,25-29,Male,11,0,51,216,20,,
Overseas / Unknown,Unknown,30-34,Male,19,12,81,235,148,,
Overseas / Unknown,Unknown,35-39,Male,5,5,81,62,62,,
Overseas / Unknown,Unknown,40-44,Male,7,0,85,82,47,,
Overseas / Unknown,Unknown,55-59,Female,5,0,31,161,0,,
Overseas / Unknown,Unknown,60-64,Male,6,0,62,97,32,,
Overseas / Unknown,Unknown,65-69,Male,5,0,35,143,57,,
South Canterbury,Asian,12-15,Female,51,0,80,638,12,,
South Canterbury,Asian,12-15,Male,67,0,91,736,22,,
South Canterbury,Asian,16-19,Female,57,9,57,"1,000",158,,
South Canterbury,Asian,16-19,Male,69,13,69,"1,000",188,,
South Canterbury,Asian,20-24,Female,51,13,56,911,232,,
South Canterbury,Asian,20-24,Male,52,14,65,800,215,,
South Canterbury,Asian,25-29,Female,134,46,193,694,238,,
South Canterbury,Asian,25-29,Male,167,33,157,"1,064",210,,
South Canterbury,Asian,30-34,Female,195,87,230,848,378,,
South Canterbury,Asian,30-34,Male,223,81,213,"1,047",380,,
South Canterbury,Asian,35-39,Female,150,54,166,904,325,,
South Canterbury,Asian,35-39,Male,193,54,185,"1,043",292,,
South Canterbury,Asian,40-44,Female,128,43,144,889,299,,
South Canterbury,Asian,40-44,Male,150,47,152,987,309,,
South Canterbury,Asian,45-49,Female,88,36,96,917,375,,
South Canterbury,Asian,45-49,Male,114,51,98,"1,163",520,,
South Canterbury,Asian,50-54,Female,62,30,72,861,417,,
South Canterbury,Asian,50-54,Male,64,23,54,"1,185",426,,
South Canterbury,Asian,55-59,Female,51,36,47,"1,085",766,,
South Canterbury,Asian,55-59,Male,41,28,39,"1,051",718,,
South Canterbury,Asian,60-64,Female,32,29,49,653,592,,
South Canterbury,Asian,60-64,Male,30,24,24,"1,250","1,000",,
South Canterbury,Asian,65-69,Female,17,18,13,"1,308","1,385",,
South Canterbury,Asian,65-69,Male,12,7,20,600,350,,
South Canterbury,Asian,70-74,Female,10,10,15,667,667,,
South Canterbury,Asian,70-74,Male,13,13,15,867,867,,
South Canterbury,Asian,75-79,Female,7,7,7,"1,000","1,000",,
South Canterbury,Asian,80-84,Female,7,7,10,700,700,,
South Canterbury,European or Other,12-15,Female,661,40,"1,138",581,35,,
South Canterbury,European or Other,12-15,Male,744,49,"1,206",617,41,,
South Canterbury,European or Other,16-19,Female,616,93,"1,039",593,90,,
South Canterbury,European or Other,16-19,Male,611,96,"1,128",542,85,,
South Canterbury,European or Other,20-24,Female,617,201,"1,169",528,172,,
South Canterbury,European or Other,20-24,Male,574,109,"1,359",422,80,,
South Canterbury,European or Other,25-29,Female,701,214,"1,419",494,151,,
South Canterbury,European or Other,25-29,Male,653,152,"1,482",441,103,,
South Canterbury,European or Other,30-34,Female,868,248,"1,422",610,174,,
South Canterbury,European or Other,30-34,Male,767,163,"1,396",549,117,,
South Canterbury,European or Other,35-39,Female,921,300,"1,321",697,227,,
South Canterbury,European or Other,35-39,Male,768,181,"1,228",625,147,,
South Canterbury,European or Other,40-44,Female,"1,002",370,"1,357",738,273,,
South Canterbury,European or Other,40-44,Male,873,212,"1,339",652,158,,
South Canterbury,European or Other,45-49,Female,"1,243",513,"1,755",708,292,,
South Canterbury,European or Other,45-49,Male,"1,127",331,"1,622",695,204,,
South Canterbury,European or Other,50-54,Female,"1,526",756,"1,896",805,399,,
South Canterbury,European or Other,50-54,Male,"1,360",498,"1,814",750,275,,
South Canterbury,European or Other,55-59,Female,"1,781","1,244","2,080",856,598,,
South Canterbury,European or Other,55-59,Male,"1,638",992,"2,015",813,492,,
South Canterbury,European or Other,60-64,Female,"1,796","1,490","1,950",921,764,,
South Canterbury,European or Other,60-64,Male,"1,709","1,341","1,998",855,671,,
South Canterbury,European or Other,65-69,Female,"1,624","1,500","1,787",909,839,,
South Canterbury,European or Other,65-69,Male,"1,754","1,590","1,893",927,840,,
South Canterbury,European or Other,70-74,Female,"1,612","1,503","1,706",945,881,,
South Canterbury,European or Other,70-74,Male,"1,637","1,521","1,682",973,904,,
South Canterbury,European or Other,75-79,Female,"1,189","1,144","1,248",953,917,,
South Canterbury,European or Other,75-79,Male,"1,111","1,080","1,185",938,911,,
South Canterbury,European or Other,80-84,Female,909,888,965,942,920,,
South Canterbury,European or Other,80-84,Male,704,687,736,957,933,,
South Canterbury,European or Other,85-89,Female,540,520,554,975,939,,
South Canterbury,European or Other,85-89,Male,398,384,398,"1,000",965,,
South Canterbury,European or Other,90+,Female,318,309,340,935,909,,
South Canterbury,European or Other,90+,Male,189,183,202,936,906,,
South Canterbury,Maori,12-15,Female,91,7,184,495,38,,
South Canterbury,Maori,12-15,Male,82,5,200,410,25,,
South Canterbury,Maori,16-19,Female,78,15,155,503,97,,
South Canterbury,Maori,16-19,Male,68,20,166,410,120,,
South Canterbury,Maori,20-24,Female,71,24,187,380,128,,
South Canterbury,Maori,20-24,Male,56,19,198,283,96,,
South Canterbury,Maori,25-29,Female,56,20,149,376,134,,
South Canterbury,Maori,25-29,Male,55,20,181,304,110,,
South Canterbury,Maori,30-34,Female,67,24,160,419,150,,
South Canterbury,Maori,30-34,Male,64,24,157,408,153,,
South Canterbury,Maori,35-39,Female,60,29,111,541,261,,
South Canterbury,Maori,35-39,Male,56,14,109,514,128,,
South Canterbury,Maori,40-44,Female,66,31,131,504,237,,
South Canterbury,Maori,40-44,Male,65,24,127,512,189,,
South Canterbury,Maori,45-49,Female,98,52,161,609,323,,
South Canterbury,Maori,45-49,Male,64,25,118,542,212,,
South Canterbury,Maori,50-54,Female,101,56,137,737,409,,
South Canterbury,Maori,50-54,Male,70,31,98,714,316,,
South Canterbury,Maori,55-59,Female,89,62,120,742,517,,
South Canterbury,Maori,55-59,Male,71,44,101,703,436,,
South Canterbury,Maori,60-64,Female,67,54,95,705,568,,
South Canterbury,Maori,60-64,Male,67,49,72,931,681,,
South Canterbury,Maori,65-69,Female,73,67,69,"1,058",971,,
South Canterbury,Maori,65-69,Male,55,52,59,932,881,,
South Canterbury,Maori,70-74,Female,50,43,49,"1,020",878,,
South Canterbury,Maori,70-74,Male,40,38,37,"1,081","1,027",,
South Canterbury,Maori,75-79,Female,22,23,31,710,742,,
South Canterbury,Maori,75-79,Male,16,14,16,"1,000",875,,
South Canterbury,Maori,80-84,Female,15,10,13,"1,154",769,,
South Canterbury,Maori,80-84,Male,13,12,14,929,857,,
South Canterbury,Maori,85-89,Female,6,7,8,750,875,,
South Canterbury,Maori,85-89,Male,7,7,7,"1,000","1,000",,
South Canterbury,Pacific Peoples,12-15,Female,23,0,31,742,32,,
South Canterbury,Pacific Peoples,12-15,Male,30,0,40,750,25,,
South Canterbury,Pacific Peoples,16-19,Female,11,0,30,367,67,,
South Canterbury,Pacific Peoples,16-19,Male,23,5,46,500,109,,
South Canterbury,Pacific Peoples,20-24,Female,25,0,46,543,65,,
South Canterbury,Pacific Peoples,20-24,Male,35,5,63,556,79,,
South Canterbury,Pacific Peoples,25-29,Female,22,10,42,524,238,,
South Canterbury,Pacific Peoples,25-29,Male,59,14,56,"1,054",250,,
South Canterbury,Pacific Peoples,30-34,Female,30,12,49,612,245,,
South Canterbury,Pacific Peoples,30-34,Male,51,12,66,773,182,,
South Canterbury,Pacific Peoples,35-39,Female,21,7,40,525,175,,
South Canterbury,Pacific Peoples,35-39,Male,53,11,67,791,164,,
South Canterbury,Pacific Peoples,40-44,Female,38,14,36,"1,056",389,,
South Canterbury,Pacific Peoples,40-44,Male,47,14,53,887,264,,
South Canterbury,Pacific Peoples,45-49,Female,17,7,24,708,292,,
South Canterbury,Pacific Peoples,45-49,Male,30,8,27,"1,111",296,,
South Canterbury,Pacific Peoples,50-54,Female,19,10,19,"1,000",526,,
South Canterbury,Pacific Peoples,50-54,Male,14,0,18,778,222,,
South Canterbury,Pacific Peoples,55-59,Female,9,0,13,692,231,,
South Canterbury,Pacific Peoples,55-59,Male,11,0,10,"1,100",400,,
South Canterbury,Pacific Peoples,60-64,Female,9,7,13,692,538,,
South Canterbury,Pacific Peoples,60-64,Male,12,8,11,"1,091",727,,
South Canterbury,Pacific Peoples,65-69,Female,6,5,7,857,714,,
South Canterbury,Pacific Peoples,70-74,Female,5,5,6,833,833,,
South Canterbury,Pacific Peoples,75-79,Female,6,5,7,857,714,,
South Canterbury,Pacific Peoples,75-79,Male,6,7,6,"1,000","1,167",,
South Canterbury,Unknown,45-49,Female,5,0,6,833,333,,
Southern,Asian,12-15,Female,336,34,445,755,76,,
Southern,Asian,12-15,Male,400,58,482,830,120,,
Southern,Asian,16-19,Female,648,219,710,913,308,,
Southern,Asian,16-19,Male,479,129,556,862,232,,
Southern,Asian,20-24,Female,"1,096",592,"1,023","1,071",579,,
Southern,Asian,20-24,Male,967,432,823,"1,175",525,,
Southern,Asian,25-29,Female,976,488,"1,118",873,436,,
Southern,Asian,25-29,Male,"1,140",413,"1,031","1,106",401,,
Southern,Asian,30-34,Female,"1,316",657,"1,474",893,446,,
Southern,Asian,30-34,Male,"1,315",597,"1,186","1,109",503,,
Southern,Asian,30-34,Unknown/Other,21,11,9,"2,333","1,222",,
Southern,Asian,35-39,Female,"1,156",577,"1,261",917,458,,
Southern,Asian,35-39,Male,"1,224",534,"1,164","1,052",459,,
Southern,Asian,40-44,Female,820,415,848,967,489,,
Southern,Asian,40-44,Male,825,367,819,"1,007",448,,
Southern,Asian,45-49,Female,641,384,660,971,582,,
Southern,Asian,45-49,Male,616,340,589,"1,046",577,,
Southern,Asian,50-54,Female,482,289,531,908,544,,
Southern,Asian,50-54,Male,381,218,356,"1,070",612,,
Southern,Asian,55-59,Female,373,259,426,876,608,,
Southern,Asian,55-59,Male,235,161,246,955,654,,
Southern,Asian,60-64,Female,274,234,280,979,836,,
Southern,Asian,60-64,Male,175,138,204,858,676,,
Southern,Asian,65-69,Female,166,148,203,818,729,,
Southern,Asian,65-69,Male,128,113,133,962,850,,
Southern,Asian,70-74,Female,103,93,111,928,838,,
Southern,Asian,70-74,Male,67,63,84,798,750,,
Southern,Asian,75-79,Female,52,42,62,839,677,,
Southern,Asian,75-79,Male,39,31,42,929,738,,
Southern,Asian,80-84,Female,32,27,27,"1,185","1,000",,
Southern,Asian,80-84,Male,29,26,38,763,684,,
Southern,Asian,85-89,Female,20,21,24,833,875,,
Southern,Asian,85-89,Male,14,11,10,"1,400","1,100",,
Southern,Asian,90+,Female,13,13,15,867,867,,
Southern,European or Other,12-15,Female,"3,764",239,"5,889",639,41,,
Southern,European or Other,12-15,Male,"3,842",256,"6,195",620,41,,
Southern,European or Other,16-19,Female,"5,115","1,288","7,016",729,184,,
Southern,European or Other,16-19,Male,"4,190",861,"6,632",632,130,,
Southern,European or Other,20-24,Female,"7,093","2,711","9,211",770,294,,
Southern,European or Other,20-24,Male,"5,770","1,492","8,806",655,169,,
Southern,European or Other,25-29,Female,"5,683","2,090","8,965",634,233,,
Southern,European or Other,25-29,Male,"5,345","1,568","8,786",608,178,,
Southern,European or Other,25-29,Unknown/Other,47,17,14,"3,357","1,214",,
Southern,European or Other,30-34,Female,"6,014","2,206","8,869",678,249,,
Southern,European or Other,30-34,Male,"5,867","1,768","8,702",674,203,,
Southern,European or Other,30-34,Unknown/Other,20,5,6,"3,333",833,,
Southern,European or Other,35-39,Female,"6,000","2,297","8,309",722,276,,
Southern,European or Other,35-39,Male,"5,410","1,692","7,944",681,213,,
Southern,European or Other,40-44,Female,"6,311","2,573","8,175",772,315,,
Southern,European or Other,40-44,Male,"5,740","1,905","7,808",735,244,,
Southern,European or Other,45-49,Female,"7,243","3,887","9,176",789,424,,
Southern,European or Other,45-49,Male,"6,562","3,116","9,012",728,346,,
Southern,European or Other,50-54,Female,"7,797","4,700","9,216",846,510,,
Southern,European or Other,50-54,Male,"7,234","3,808","8,835",819,431,,
Southern,European or Other,55-59,Female,"8,520","5,845","10,137",840,577,,
Southern,European or Other,55-59,Male,"8,162","5,055","10,093",809,501,,
Southern,European or Other,60-64,Female,"8,517","6,732","9,450",901,712,,
Southern,European or Other,60-64,Male,"8,475","6,359","9,557",887,665,,
Southern,European or Other,65-69,Female,"7,588","6,767","8,111",936,834,,
Southern,European or Other,65-69,Male,"7,667","6,721","8,338",920,806,,
Southern,European or Other,70-74,Female,"6,856","6,290","7,256",945,867,,
Southern,European or Other,70-74,Male,"6,747","6,108","7,078",953,863,,
Southern,European or Other,75-79,Female,"4,829","4,455","5,167",935,862,,
Southern,European or Other,75-79,Male,"4,455","4,077","4,778",932,853,,
Southern,European or Other,80-84,Female,"3,668","3,372","3,732",983,904,,
Southern,European or Other,80-84,Male,"2,993","2,749","2,970","1,008",926,,
Southern,European or Other,85-89,Female,"2,179","1,995","2,372",919,841,,
Southern,European or Other,85-89,Male,"1,526","1,428","1,664",917,858,,
Southern,European or Other,90+,Female,"1,508","1,372","1,591",948,862,,
Southern,European or Other,90+,Male,713,655,782,912,838,,
Southern,Maori,12-15,Female,538,60,"1,155",466,52,,
Southern,Maori,12-15,Male,618,60,"1,349",458,44,,
Southern,Maori,16-19,Female,666,226,"1,220",546,185,,
Southern,Maori,16-19,Male,597,202,"1,206",495,167,,
Southern,Maori,20-24,Female,887,379,"1,467",605,258,,
Southern,Maori,20-24,Male,754,249,"1,426",529,175,,
Southern,Maori,25-29,Female,520,251,"1,188",438,211,,
Southern,Maori,25-29,Male,483,183,"1,275",379,144,,
Southern,Maori,30-34,Female,512,239,"1,063",482,225,,
Southern,Maori,30-34,Male,519,211,"1,118",464,189,,
Southern,Maori,35-39,Female,508,252,932,545,270,,
Southern,Maori,35-39,Male,445,210,875,509,240,,
Southern,Maori,40-44,Female,555,301,813,683,370,,
Southern,Maori,40-44,Male,470,246,796,590,309,,
Southern,Maori,45-49,Female,601,370,886,678,418,,
Southern,Maori,45-49,Male,495,281,744,665,378,,
Southern,Maori,50-54,Female,695,429,935,743,459,,
Southern,Maori,50-54,Male,460,273,690,667,396,,
Southern,Maori,55-59,Female,633,447,830,763,539,,
Southern,Maori,55-59,Male,494,314,635,778,494,,
